1270058777274986496 2020-06-08 18:23:03 UTC <HuPing1> 港府也是在去年12月31日才得知武汉出现不明原因肺炎，港府掌握的情况绝不可能比北京多，但是港府第二天就采取行动，3天后就启动严重级别应急，而香港离疫情中心武汉相距一千公里。
1270058775400058881 2020-06-08 18:23:03 UTC <HuPing1> 中国有萨斯的惨痛教训，此后建立的机制和系统，强调的就是，只要发现不明原因肺炎就立刻预警立刻启动应急响应，不是等确定之后才动作，因为等确定之后就晚了。有这样细密周全的制度，所以中国疾控中心主任才会在去年两会上宣布，萨斯一类病毒还会有，但萨斯一类疫情再也不会在中国发生。 https://twitter.com/qUNDN1mGuXJbiew/status/1270055151638700032 …
1270054636712583175 2020-06-08 18:06:36 UTC <HuPing1> 把老朋友的话肆意断章取义掐头去尾再上纲上线，很愉快是吗？ https://twitter.com/SwedenMoli2017/status/1270053790591471616 …
1270053178764070916 2020-06-08 18:00:48 UTC <HuPing1> 事实是，临床医生发现多起病例是不明原因肺炎、病毒性肺炎，但上面要求不准把不明原因肺炎、病毒性肺炎写进检查报告，只能写成“两肺散在感染”，然后对外宣称没有，谁要去查病人的报告也查不出来。不过这件事被官媒披露出来了。 https://twitter.com/mang047/status/1270038877429010434 …
1270050985319305221 2020-06-08 17:52:05 UTC <HuPing1> 这是叙述当年的事，那时候黑人还没有民权。说过一万遍，要学会区分事实和观点。
1270049745596268546 2020-06-08 17:47:10 UTC <HuPing1> 下一句：既是解放黑奴，当然是让黑人自己做主，愿意回非洲的回非洲，政府提供路费。嫌非洲远的政府在中美洲找块适合黑人生活习性的地方，愿意留美国的留美国，黑人白人互相隔离但平等，但有的黑人愿意到白人区，不准别人自由迁徙也不好吧，等等。总没有一种可行而又让大家都接受的办法。推友有何高见？ https://twitter.com/SwedenMoli2017/status/1270038880608292867 …
1270049562275852293 2020-06-08 17:46:26 UTC <HuPing1> 下一句：既是解放黑奴，当然是让黑人自己做主，愿意回非洲的回非洲，政府提供路费。嫌非洲远的政府在中美洲找块适合黑人生活习性的地方，愿意留美国的留美国，黑人白人互相隔离但平等，但有的黑人愿意到白人区，不准别人自由迁徙也不好吧，等等。总没有一种可行而又让大家都接受的办法。推友有何高见？ https://twitter.com/vkHuMQ1RUwkQoIE/status/1270034529705586692 …
1270049268037046273 2020-06-08 17:45:16 UTC <HuPing1> 下一句：既是解放黑奴，当然是让黑人自己做主，愿意回非洲的回非洲，政府提供路费。嫌非洲远的政府在中美洲找块适合黑人生活习性的地方，愿意留美国的留美国，黑人白人互相隔离但平等，但有的黑人愿意到白人区，不准别人自由迁徙也不好吧，等等。总没有一种可行而又让大家都接受的办法。推友有何高见？ https://twitter.com/GUANWONG1/status/1270046846170193921 …
1270049127586463745 2020-06-08 17:44:43 UTC <HuPing1> 下一句：既是解放黑奴，当然是让黑人自己做主，愿意回非洲的回非洲，政府提供路费。嫌非洲远的政府在中美洲找块适合黑人生活习性的地方，愿意留美国的留美国，黑人白人互相隔离但平等，但有的黑人愿意到白人区，不准别人自由迁徙也不好吧，等等。总没有一种可行而又让大家都接受的办法。推友有何高见？ https://twitter.com/LLWT_CA/status/1270047732690898950 …
1270048212313833473 2020-06-08 17:41:04 UTC <HuPing1> 不要只看一条推文就下结论，把接着的几条看完再说。 https://twitter.com/SwedenMoli2017/status/1270038880608292867 …
1270034851937353728 2020-06-08 16:47:59 UTC <HuPing1> 这场辩论，紧扣主题，不转移视线，更不人身攻击，观点鲜明，表达文雅，互相尊重。难得难得。 https://twitter.com/chenjunnyc/status/1270032253742206976 …
1270002613577232384 2020-06-08 14:39:53 UTC <HuPing1> 胡平：美国是第一第二故乡。 链接： https://m.secretchina.com/news/gb/2002/08/05/22365.html …
1269999829545074688 2020-06-08 14:28:49 UTC <HuPing1> 送，不是被送，不是遣返。这点中文你该懂的。 https://twitter.com/chinawall2/status/1269997529287938048 …
1269999472005840898 2020-06-08 14:27:24 UTC <HuPing1> 既然是解放黑奴，当然是让黑人自己做主，愿意回非洲的回非洲，政府提供路费。嫌非洲远的，政府在中美洲找块适合黑人生活习性的地方，愿意留在美国的留美国，黑人白人互相隔离但平等，但有的黑人愿意到白人区，不准别人自由迁徙也不好吧，等等。总没有一种可行而又让大家都接受的办法。推友有何高见？ https://twitter.com/HuPing1/status/1269877915203796993 …
1269970074108076032 2020-06-08 12:30:35 UTC <HuPing1> 我只是转述一段历史，没有我自己的一个字。 现在总该知道当年红卫兵的心态了吧，他们为什么理直气壮地抹杀他们也明知是真实的历史，为什么把历史上的先贤先哲都贬得一钱不值，在讨论问题时给别人扣上政治不正确的帽子是何等的令人愉快。按照诸位的逻辑，把林肯打倒也是早晚的事。 https://twitter.com/guilin986/status/1269967251811168258 …
1269968147534274561 2020-06-08 12:22:55 UTC <HuPing1> 你以为林肯们那么傻那么坏。 https://twitter.com/mang047/status/1269966797815590918 …
1269967254084616195 2020-06-08 12:19:22 UTC <HuPing1> 对林肯杰佛逊等前人多点尊重，不要先就假定了他们没安好心。 https://twitter.com/smilingsunrise/status/1269965247156281344 …
